Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A time-based pheromone approach for the ant system","Optimization Letters","","6","6","10.1007/s11590-012-0451-2","U. Mahir YildirimBülent Çatay","2012","http://link.springer.com/article/10.1007/s11590-012-0451-2","Article"
"The open vehicle routing problem with time windows","Journal of the Operational Research Society","","58","3","10.1057/palgrave.jors.2602143","P P RepoussisC D TarantilisG Ioannou","2007","http://link.springer.com/article/10.1057/palgrave.jors.2602143","Article"
"A unified tabu search algorithm for vehicle routing problems with soft time windows","Journal of the Operational Research Society","","59","5","10.1057/palgrave.jors.2602371","Z FuR EgleseL Y O Li","2008","http://link.springer.com/article/10.1057/palgrave.jors.2602371","Article"
"Multi-Objective Genetic Algorithms for Vehicle Routing Problem with Time Windows","Applied Intelligence","","24","1","10.1007/s10489-006-6926-z","Beatrice OmbukiBrian J. RossFranklin Hanshar","2006","http://link.springer.com/article/10.1007/s10489-006-6926-z","Article"
"A New Bi-objective Location-routing Problem for Distribution of Perishable Products: Evolutionary Computation Approach","Journal of Mathematical Modelling and Algorithms in Operations Research","","14","3","10.1007/s10852-015-9274-3","Kaveh Khalili-DamghaniAmir-Reza AbtahiAmir Ghasemi","2015","http://link.springer.com/article/10.1007/s10852-015-9274-3","Article"
"An improved optimization algorithm for a multi-depot vehicle routing problem considering carbon emissions","Environmental Science and Pollution Research","","29","36","10.1007/s11356-022-19370-0","Xujin PuXulong LuGuanghua Han","2022","http://link.springer.com/article/10.1007/s11356-022-19370-0","Article"
"The grocery superstore vehicle scheduling problem","Journal of the Operational Research Society","","56","8","10.1057/palgrave.jors.2601907","R W EgleseA MercerB Sohrabi","2005","http://link.springer.com/article/10.1057/palgrave.jors.2601907","Article"
"A Neural-Tabu Search Heuristic for the Real Time Vehicle Routing Problem","Journal of Mathematical Modelling and Algorithms","","7","2","10.1007/s10852-008-9082-0","Jaber JemaiKhaled Mellouli","2008","http://link.springer.com/article/10.1007/s10852-008-9082-0","Article"
"A lexicographic approach for the bi-objective selective pickup and delivery problem with time windows and paired demands","Annals of Operations Research","","273","1 - 2","10.1007/s10479-017-2500-9","Z. Al ChamiH. ManierM.-A. Manier","2019","http://link.springer.com/article/10.1007/s10479-017-2500-9","Article"
"A petrol station replenishment problem: new variant and formulation","Logistics Research","","9","1","10.1007/s12159-016-0133-z","Abdelaziz BenantarRachid OuafiJaouad Boukachour","2016","http://link.springer.com/article/10.1007/s12159-016-0133-z","Article"
"Modeling and evolutionary algorithm for solving a multi-depot mixed vehicle routing problem with uncertain travel times","Journal of Heuristics","","28","5 - 6","10.1007/s10732-022-09503-6","Liang Sun","2022","http://link.springer.com/article/10.1007/s10732-022-09503-6","Article"
"Strategic analysis of the dairy transportation problem","Journal of the Operational Research Society","","66","1","10.1057/jors.2013.147","Nadia LahrichiTeodor Gabriel CrainicMichel GendreauWalter ReiLouis-Martin Rousseau","2015","http://link.springer.com/article/10.1057/jors.2013.147","Article"
"Evolutionary Algorithms for the Vehicle Routing Problem with Time Windows","Journal of Heuristics","","10","6","10.1007/s10732-005-5431-6","Olli BräysyWout DullaertMichel Gendreau","2004","http://link.springer.com/article/10.1007/s10732-005-5431-6","Article"
"A survey on the applications of variable neighborhood search algorithm in healthcare management","Annals of Mathematics and Artificial Intelligence","","89","8 - 9","10.1007/s10472-021-09727-5","Shaowen LanWenjuan FanShanlin YangPanos M. PardalosNenad Mladenovic","2021","http://link.springer.com/article/10.1007/s10472-021-09727-5","Article"
"Heuristic algorithms for the single allocation p-hub center problem with routing considerations","OR Spectrum","","41","1","10.1007/s00291-018-0526-2","Zühal KartalMohan KrishnamoorthyAndreas T. Ernst","2019","http://link.springer.com/article/10.1007/s00291-018-0526-2","Article"
"Metaheuristics for the bi-objective orienteering problem","Swarm Intelligence","","3","3","10.1007/s11721-009-0029-5","Michael SchildeKarl F. DoernerRichard F. HartlGuenter Kiechle","2009","http://link.springer.com/article/10.1007/s11721-009-0029-5","Article"
"A new cooperative depot sharing approach for inventory routing problem","Annals of Operations Research","","307","1 - 2","10.1007/s10479-021-04122-z","Mehmet Onur OlgunErdal Aydemir","2021","http://link.springer.com/article/10.1007/s10479-021-04122-z","Article"
"Simultaneous Vehicle and Crew Routing and Scheduling for Partial- and Full-Load Long-Distance Road Transport","Business Research","","6","2","10.1007/BF03342751","Michael DrexlJulia RieckThomas SiglBettina Press","2013","http://link.springer.com/article/10.1007/BF03342751","Article"
"A general VNS for the multi-depot open vehicle routing problem with time windows","Optimization Letters","","17","9","10.1007/s11590-023-01990-1","Sinaide Nunes BezerraSérgio Ricardo de SouzaMarcone Jamilson Freitas Souza","2023","http://link.springer.com/article/10.1007/s11590-023-01990-1","Article"
"The vehicle routing problem with restricted mixing of deliveries and pickups","Journal of Scheduling","","16","2","10.1007/s10951-012-0296-7","Gábor NagyNiaz A. WassanSaïd Salhi","2013","http://link.springer.com/article/10.1007/s10951-012-0296-7","Article"
"Open vehicle routing problem with driver nodes and time deadlines","Journal of the Operational Research Society","","58","9","10.1057/palgrave.jors.2602249","D AksenZ ÖzyurtN Aras","2007","http://link.springer.com/article/10.1057/palgrave.jors.2602249","Article"
"Approximation schemes for Euclidean vehicle routing problems with time windows","Journal of Combinatorial Optimization","","32","4","10.1007/s10878-015-9931-5","Liang SongHejiao HuangHongwei Du","2016","http://link.springer.com/article/10.1007/s10878-015-9931-5","Article"
"Matheuristics for solving a multi-attribute collection problem for a charity organisation","Journal of the Operational Research Society","","66","2","10.1057/jors.2013.172","Güneş ErdoğanFraser McLeodTom CherrettTolga Bektaş","2015","http://link.springer.com/article/10.1057/jors.2013.172","Article"
"Tabu Search heuristics for the Vehicle Routing Problem with Time Windows","Top","","10","2","10.1007/BF02579017","Olli BräysyMichel Gendreau","2002","http://link.springer.com/article/10.1007/BF02579017","Article"
"Discrete artificial ecosystem-based optimization for spherical capacitated vehicle routing problem","Multimedia Tools and Applications","","83","13","10.1007/s11042-023-16919-0","Jiaju TangQifang LuoYongquan Zhou","2024","http://link.springer.com/article/10.1007/s11042-023-16919-0","Article"
"Step cost functions in a fleet size and mix vehicle routing problem with time windows","Annals of Operations Research","","316","2","10.1007/s10479-020-03915-y","João L. V. ManguinoDébora P. Ronconi","2022","http://link.springer.com/article/10.1007/s10479-020-03915-y","Article"
"Solving large-scale time capacitated arc routing problems: from real-time heuristics to metaheuristics","Annals of Operations Research","","273","1 - 2","10.1007/s10479-018-2777-3","Jesica de ArmasPeter KeenanAngel A. JuanSeán McGarraghy","2019","http://link.springer.com/article/10.1007/s10479-018-2777-3","Article"
"The multi-depot k-traveling repairman problem","Optimization Letters","","16","9","10.1007/s11590-021-01845-7","Maria Elena BruniSara KhodaparastiIris Martínez-SalazarSamuel Nucamendi-Guillén","2022","http://link.springer.com/article/10.1007/s11590-021-01845-7","Article"
"Simulated annealing metaheuristics for the vehicle routing problem with time windows","Annals of Operations Research","","63","1","10.1007/BF02601637","Wen-Chyuan ChiangRobert A. Russell","1996","http://link.springer.com/article/10.1007/BF02601637","Article"
"When and Why Metaheuristics Researchers can Ignore “No Free Lunch” Theorems","SN Computer Science","","1","1","10.1007/s42979-020-0063-3","James McDermott","2020","http://link.springer.com/article/10.1007/s42979-020-0063-3","Article"
"A variable neighborhood search for the capacitated arc routing problem with intermediate facilities","Journal of Heuristics","","14","5","10.1007/s10732-007-9050-2","Michael PolacekKarl F. DoernerRichard F. HartlVittorio Maniezzo","2008","http://link.springer.com/article/10.1007/s10732-007-9050-2","Article"
"New optimality cuts for a single‐vehicle stochastic routing problem","Annals of Operations Research","","86","0","10.1023/A:1018995927636","C. HjorringJ. Holt","1999","http://link.springer.com/article/10.1023/A%3A1018995927636","Article"
"Some extensions to the sweep algorithm","The International Journal of Advanced Manufacturing Technology","","56","9 - 12","10.1007/s00170-011-3240-7","Byungsoo NaYeowoon JunByung-In Kim","2011","http://link.springer.com/article/10.1007/s00170-011-3240-7","Article"
"Very large street routing problem with mixed transportation mode","Central European Journal of Operations Research","","19","3","10.1007/s10100-010-0159-2","Peter MatisMichal Koháni","2011","http://link.springer.com/article/10.1007/s10100-010-0159-2","Article"
"An integrated material handling system for a truck assembly plant","Journal of the Operational Research Society","","51","3","10.1057/palgrave.jors.2600921","E Kozan","2000","http://link.springer.com/article/10.1057/palgrave.jors.2600921","Article"
"Stochastic Bi-level Programming Model for Home Healthcare Scheduling Problems Considering the Degree of Satisfaction with Visit Time","Journal of Systems Science and Systems Engineering","","30","5","10.1007/s11518-021-5507-3","Huichao ChenXinggang LuoZhongliang ZhangQing Zhou","2021","http://link.springer.com/article/10.1007/s11518-021-5507-3","Article"
"Comparing backhauling strategies in vehicle routing using Ant Colony Optimization","Central European Journal of Operations Research","","14","2","10.1007/s10100-006-0163-8","Marc ReimannHeinz Ulrich","2006","http://link.springer.com/article/10.1007/s10100-006-0163-8","Article"
"A decomposition-based chemical reaction optimization for multi-objective vehicle routing problem for simultaneous delivery and pickup with time windows","Memetic Computing","","10","1","10.1007/s12293-016-0222-1","Hongye LiLei WangXinghong HeiWei LiQiaoyong Jiang","2018","http://link.springer.com/article/10.1007/s12293-016-0222-1","Article"
"An adaptive memory algorithm for the split delivery vehicle routing problem","Journal of Heuristics","","16","3","10.1007/s10732-008-9101-3","Rafael E. AlemanXinhui ZhangRaymond R. Hill","2010","http://link.springer.com/article/10.1007/s10732-008-9101-3","Article"
"Resource extension functions: properties, inversion, and generalization to segments","OR Spectrum","","30","1","10.1007/s00291-007-0083-6","Stefan Irnich","2008","http://link.springer.com/article/10.1007/s00291-007-0083-6","Article"
"A location-routing problem in glass recycling","Annals of Operations Research","","223","1","10.1007/s10479-014-1621-7","Fatih RahimCanan Sepil","2014","http://link.springer.com/article/10.1007/s10479-014-1621-7","Article"
"Iterated local search algorithm based on very large-scale neighborhood for prize-collecting vehicle routing problem","The International Journal of Advanced Manufacturing Technology","","29","11 - 12","10.1007/s00170-005-0014-0","Lixin TangXianpeng Wang","2006","http://link.springer.com/article/10.1007/s00170-005-0014-0","Article"
"A bi-criteria evolutionary algorithm for a constrained multi-depot vehicle routing problem","Soft Computing","","21","17","10.1007/s00500-016-2112-3","Vikas AgrawalConstance LightnerCarin Lightner-LawsNeal Wagner","2017","http://link.springer.com/article/10.1007/s00500-016-2112-3","Article"
"Using state-space shortest-path heuristics to solve the long-haul point-to-point vehicle routing and driver scheduling problem subject to hours-of-service regulatory constraints","Journal of Heuristics","","28","1","10.1007/s10732-021-09489-7","Daiane Maria De Genaro ChiroliSérgio Fernando MayerleJoão Neiva de Figueiredo","2022","http://link.springer.com/article/10.1007/s10732-021-09489-7","Article"
"POPMUSIC for the world location-routing problem","EURO Journal on Transportation and Logistics","","2","3","10.1007/s13676-013-0024-2","Adriana C. F. AlvimÉric D. Taillard","2013","http://link.springer.com/article/10.1007/s13676-013-0024-2","Article"
"Daily scheduling of home health care services using time-dependent public transport","Flexible Services and Manufacturing Journal","","28","3","10.1007/s10696-015-9227-1","Klaus-Dieter RestPatrick Hirsch","2016","http://link.springer.com/article/10.1007/s10696-015-9227-1","Article"
"A two-level evolutionary algorithm for solving the petrol station replenishment problem with periodicity constraints and service choice","Annals of Operations Research","","286","1 - 2","10.1007/s10479-018-3117-3","Nasr Al-HinaiChefi Triki","2020","http://link.springer.com/article/10.1007/s10479-018-3117-3","Article"
"Improving local-search metaheuristics through look-ahead policies","Annals of Mathematics and Artificial Intelligence","","76","1 - 2","10.1007/s10472-015-9453-y","David MeignanSilvia SchwarzeStefan Voß","2016","http://link.springer.com/article/10.1007/s10472-015-9453-y","Article"
"General solution approaches for multi-attribute vehicle routing and scheduling problems","4OR","","12","1","10.1007/s10288-013-0240-5","Thibaut Vidal","2014","http://link.springer.com/article/10.1007/s10288-013-0240-5","Article"
"A multiple neighborhood search for dynamic memory allocation in embedded systems","Journal of Heuristics","","21","6","10.1007/s10732-015-9297-y","María SotoAndré RossiMarc Sevaux","2015","http://link.springer.com/article/10.1007/s10732-015-9297-y","Article"
"An efficient harris hawk optimization algorithm for solving the travelling salesman problem","Cluster Computing","","25","3","10.1007/s10586-021-03304-5","Farhad Soleimanian GharehchopoghBenyamin Abdollahzadeh","2022","http://link.springer.com/article/10.1007/s10586-021-03304-5","Article"
"A Hybrid Multiobjective Evolutionary Algorithm for Solving Vehicle Routing Problem with Time Windows","Computational Optimization and Applications","","34","1","10.1007/s10589-005-3070-3","K. C. TanY. H. ChewL. H. Lee","2006","http://link.springer.com/article/10.1007/s10589-005-3070-3","Article"
"An exact algorithm for the resource constrained home health care vehicle routing problem","Annals of Operations Research","","304","1 - 2","10.1007/s10479-021-04061-9","Neda TanoumandTonguç Ünlüyurt","2021","http://link.springer.com/article/10.1007/s10479-021-04061-9","Article"
"Two metaheuristics approaches for solving the traveling salesman problem: an Algerian waste collection case","Operational Research","","21","3","10.1007/s12351-019-00529-6","Khalid MekamchaMehdi SouierHakim Nadhir BessenouciMohammed Bennekrouf","2021","http://link.springer.com/article/10.1007/s12351-019-00529-6","Article"
"A Hybrid Local Search Algorithm for the Consistent Periodic
Vehicle Routing Problem","Journal of Applied and Industrial Mathematics","","14","2","10.1134/S199047892002012X","I. N. KulachenkoP. A. Kononova","2020","http://link.springer.com/article/10.1134/S199047892002012X","Article"
"Sustainable logistics network design for multi-products delivery operations in B2B e-commerce platform","Sādhanā","","46","2","10.1007/s12046-021-01624-1","Dhirendra PrajapatiFuli ZhouMengdi ZhangH ChelladuraiSaurabh Pratap","2021","http://link.springer.com/article/10.1007/s12046-021-01624-1","Article"
"Sustainable multi-trip periodic redesign-routing model for municipal solid waste collection network: the case study of Tehran","Environmental Science and Pollution Research","","29","24","10.1007/s11356-021-18347-9","Leila MahdaviSaeed MansourMohsen Sheikh Sajadieh","2022","http://link.springer.com/article/10.1007/s11356-021-18347-9","Article"
"Combinatorial neighborhood topology bumble bees mating optimization for the vehicle routing problem with stochastic demands","Soft Computing","","19","2","10.1007/s00500-014-1257-1","Yannis MarinakisMagdalene Marinaki","2015","http://link.springer.com/article/10.1007/s00500-014-1257-1","Article"
"GRASP with a New Local Search Scheme for Vehicle Routing Problems with Time Windows","Journal of Combinatorial Optimization","","7","2","10.1023/A:1024427114516","Wanpracha ChaovalitwongseDukwon KimPanos M. Pardalos","2003","http://link.springer.com/article/10.1023/A%3A1024427114516","Article"
"Approximative solution methods for multiobjective combinatorial optimization","Top","","12","1","10.1007/BF02578918","Matthias EhrgottXavier Gandibleux","2004","http://link.springer.com/article/10.1007/BF02578918","Article"
"Novel local restart strategies with hyper-populated ant colonies for dynamic optimization problems","Neural Computing and Applications","","31","1","10.1007/s00521-018-3638-3","Anandkumar PrakasamNickolas Savarimuthu","2019","http://link.springer.com/article/10.1007/s00521-018-3638-3","Article"
"Hybridizing particle swarm optimization with simulated annealing and differential evolution","Cluster Computing","","24","2","10.1007/s10586-020-03179-y","Emad MirsadeghiSalman Khodayifar","2021","http://link.springer.com/article/10.1007/s10586-020-03179-y","Article"
"Evolutionary algorithms for supply chain management","Annals of Operations Research","","242","2","10.1007/s10479-016-2227-z","Kannan Govindan","2016","http://link.springer.com/article/10.1007/s10479-016-2227-z","Article"
"Time-constrained maximal covering routing problem","OR Spectrum","","41","2","10.1007/s00291-018-0541-3","Afsaneh AmiriMajid Salari","2019","http://link.springer.com/article/10.1007/s00291-018-0541-3","Article"
"A PSO based algorithm with an efficient optimal split procedure for the multiperiod vehicle routing problem with profit","Annals of Operations Research","","291","1 - 2","10.1007/s10479-020-03540-9","Racha El-HajjRym Nesrine GuibadjAziz MoukrimMehdi Serairi","2020","http://link.springer.com/article/10.1007/s10479-020-03540-9","Article"
"Bi- and multi-objective location routing problems: classification and literature review","Operational Research","","22","5","10.1007/s12351-022-00734-w","M. TadarosA. Migdalas","2022","http://link.springer.com/article/10.1007/s12351-022-00734-w","Article"
"Cuckoo search via Lévy flights for the capacitated vehicle routing problem","Journal of Industrial Engineering International","","14","2","10.1007/s40092-017-0227-5","Jon Henly SantillanSamantha TapucarCinmayii ManliguezVicente Calag","2018","http://link.springer.com/article/10.1007/s40092-017-0227-5","Article"
"Apply the quantum particle swarm optimization for the K-traveling repairman problem","Soft Computing","","23","23","10.1007/s00500-019-03805-x","Sirine JmalBoukthir HaddarHabib Chabchoub","2019","http://link.springer.com/article/10.1007/s00500-019-03805-x","Article"
"Multi-objective hybrid genetic algorithm for task scheduling problem in cloud computing","Neural Computing and Applications","","33","19","10.1007/s00521-021-06002-w","Poria PirozmandAli Asghar Rahmani HosseinabadiMaedeh FarrokhzadMehdi SadeghilalimiSeyedsaeid MirkamaliAdam Slowik","2021","http://link.springer.com/article/10.1007/s00521-021-06002-w","Article"
"Efficient metaheuristics for the home (health)-care routing and scheduling problem with time windows and synchronized visits","Optimization Letters","","17","9","10.1007/s11590-023-02006-8","Malek MasmoudiBassem JarbouiRahma Borchani","2023","http://link.springer.com/article/10.1007/s11590-023-02006-8","Article"
"An optimization model for routing—location of vehicles with time windows and cross-docking structures in a sustainable supply chain of perishable foods","Operations Management Research","","16","4","10.1007/s12063-023-00379-8","Jaime Acevedo-ChedidMelissa Caro SotoHolman Ospina-MateusKatherinne Salas-NavarroShib Sankar Sana","2023","http://link.springer.com/article/10.1007/s12063-023-00379-8","Article"
"Blood plasma supply chain planning to respond COVID-19 pandemic: a case study","Environment, Development and Sustainability","","26","1","10.1007/s10668-022-02793-7","Ali FallahiSeyed Alireza Mousavian AnarakiHadi MokhtariSeyed Taghi Akhavan Niaki","2024","http://link.springer.com/article/10.1007/s10668-022-02793-7","Article"
"UAV routing by simulation-based optimization approaches for forest fire risk mitigation","Annals of Operations Research","","320","2","10.1007/s10479-021-04393-6","Omer OzkanSezgin Kilic","2023","http://link.springer.com/article/10.1007/s10479-021-04393-6","Article"
"An employee transporting problem","Journal of Industrial Engineering International","","9","1","10.1186/2251-712X-9-31","Ümit Yüceer","2013","http://link.springer.com/article/10.1186/2251-712X-9-31","Article"
"A multi-space sampling heuristic for the vehicle routing problem with stochastic demands","Optimization Letters","","7","7","10.1007/s11590-012-0555-8","Jorge E. MendozaJuan G. Villegas","2013","http://link.springer.com/article/10.1007/s11590-012-0555-8","Article"
"Multi-depot vessel routing problem in a direction dependent wavefield","Journal of Combinatorial Optimization","","28","1","10.1007/s10878-014-9732-2","Michael J. HirschDaniel E. SchroederAlvaro MaggiarIrina S. Dolinskaya","2014","http://link.springer.com/article/10.1007/s10878-014-9732-2","Article"
"A large neighborhood search-based matheuristic for the load-dependent electric vehicle routing problem with time windows","Annals of Operations Research","","324","1 - 2","10.1007/s10479-021-04320-9","Sina RastaniBülent Çatay","2023","http://link.springer.com/article/10.1007/s10479-021-04320-9","Article"
"Fresh seafood delivery routing problem using an improved ant colony optimization","Annals of Operations Research","","273","1 - 2","10.1007/s10479-017-2531-2","Baozhen YaoChao ChenXiaolin SongXiaoli Yang","2019","http://link.springer.com/article/10.1007/s10479-017-2531-2","Article"
"Static pickup and delivery problems: a classification scheme and survey","TOP","","15","1","10.1007/s11750-007-0009-0","Gerardo BerbegliaJean-François CordeauIrina GribkovskaiaGilbert Laporte","2007","http://link.springer.com/article/10.1007/s11750-007-0009-0","Article"
"CARS 2023—Computer Assisted Radiology and Surgery Proceedings of the 37th International Congress and Exhibition Munich, Germany, June 20–23, 2023","International Journal of Computer Assisted Radiology and Surgery","","18","1","10.1007/s11548-023-02878-2","","2023","http://link.springer.com/article/10.1007/s11548-023-02878-2","Article"
"Quality, safety and sustainability in food distribution: a review of quantitative operations management approaches and challenges","OR Spectrum","","32","4","10.1007/s00291-010-0223-2","Renzo AkkermanPoorya FarahaniMartin Grunow","2010","http://link.springer.com/article/10.1007/s00291-010-0223-2","Article"
"An adaptive large neighborhood search for the multi-point dynamic aggregation problem","Control Theory and Technology","","","","10.1007/s11768-023-00185-4","Shengyu LuBin XinJie ChenMiao Guo","2024","http://link.springer.com/article/10.1007/s11768-023-00185-4","Article"
"A mathematical method for solving multi-depot vehicle routing problem","Soft Computing","","27","21","10.1007/s00500-023-08811-8","Fang wanHaixiang GuoWenwen PanJundong HouShengli Chen","2023","http://link.springer.com/article/10.1007/s00500-023-08811-8","Article"
"A new matheuristic approach for the multi-depot vehicle routing problem with inter-depot routes","OR Spectrum","","42","1","10.1007/s00291-019-00568-7","Tânia Rodrigues Pereira RamosMaria Isabel GomesAna Paula Barbosa-Póvoa","2020","http://link.springer.com/article/10.1007/s00291-019-00568-7","Article"
"The multi-vehicle profitable pickup and delivery problem","OR Spectrum","","39","1","10.1007/s00291-016-0454-y","Margaretha GanstererMurat KüçüktepeRichard F. Hartl","2017","http://link.springer.com/article/10.1007/s00291-016-0454-y","Article"
"Optimization of the technician routing and scheduling problem for a telecommunication industry","Annals of Operations Research","","315","1","10.1007/s10479-022-04658-8","Ehsan PourjavadEman Almehdawe","2022","http://link.springer.com/article/10.1007/s10479-022-04658-8","Article"
"Reducing the carbon footprint in a vehicle routing problem by pooling resources from different companies","NETNOMICS: Economic Research and Electronic Networking","","17","1","10.1007/s11066-015-9099-2","Manuel SanchezLorena PradenasJean-Christophe DeschampsVictor Parada","2016","http://link.springer.com/article/10.1007/s11066-015-9099-2","Article"
"The Applications of Nature-Inspired Algorithms in Logistic Domains: A Comprehensive and Systematic Review","Arabian Journal for Science and Engineering","","46","4","10.1007/s13369-020-05129-7","Chen WangYuhao QianSeid Shaic","2021","http://link.springer.com/article/10.1007/s13369-020-05129-7","Article"
"Modeling of multi depot vehicle routing problem for petroleum products","Lobachevskii Journal of Mathematics","","38","5","10.1134/S1995080217050079","A. BelovS. Slastnikov","2017","http://link.springer.com/article/10.1134/S1995080217050079","Article"
"Battery Electric Vehicle Traveling Salesman Problem with Drone","Networks and Spatial Economics","","24","1","10.1007/s11067-023-09607-x","Tengkuo ZhuStephen D. BoylesAvinash Unnikrishnan","2024","http://link.springer.com/article/10.1007/s11067-023-09607-x","Article"
"Reactive tabu adaptive memory programming search for the vehicle routing problem with backhauls","Journal of the Operational Research Society","","58","12","10.1057/palgrave.jors.2602313","N Wassan","2007","http://link.springer.com/article/10.1057/palgrave.jors.2602313","Article"
"A worker constrained flexible job shop scheduling problem with sequence-dependent setup times","OR Spectrum","","41","1","10.1007/s00291-018-0537-z","Dominik KressDavid MüllerJenny Nossack","2019","http://link.springer.com/article/10.1007/s00291-018-0537-z","Article"
"Multiobjective memetic algorithm based on adaptive local search chains for vehicle routing problem with time windows","Evolutionary Intelligence","","15","4","10.1007/s12065-019-00224-7","Kaikai ZhangYiqiao CaiShunkai FuHuizhen Zhang","2022","http://link.springer.com/article/10.1007/s12065-019-00224-7","Article"
"Synchronized routing of seasonal products through a production/distribution network","Central European Journal of Operations Research","","14","2","10.1007/s10100-006-0169-2","Marie-Claude BolducJacques RenaudBenoit Montreuil","2006","http://link.springer.com/article/10.1007/s10100-006-0169-2","Article"
"Robust optimization for the vehicle routing problem with multiple deliverymen","Central European Journal of Operations Research","","27","4","10.1007/s10100-017-0511-x","Jonathan De La VegaPedro MunariReinaldo Morabito","2019","http://link.springer.com/article/10.1007/s10100-017-0511-x","Article"
"EVE-OPT: a hybrid algorithm for the capacitated vehicle routing problem","Mathematical Methods of Operations Research","","68","2","10.1007/s00186-008-0236-7","Guido PerboliFerdinando PezzellaRoberto Tadei","2008","http://link.springer.com/article/10.1007/s00186-008-0236-7","Article"
"Tabu search with ejection chains for the vehicle routing problem with private fleet and common carrier","Journal of the Operational Research Society","","62","2","10.1057/jors.2010.102","J-Y PotvinM-A Naud","2011","http://link.springer.com/article/10.1057/jors.2010.102","Article"
"An indirect search algorithm for disaster restoration with precedence and synchronization constraints","Pacific Journal of Mathematics for Industry","","9","1","10.1186/s40736-017-0032-5","Akifumi KiraHidenao IwaneHirokazu AnaiYutaka KimuraKatsuki Fujisawa","2017","http://link.springer.com/article/10.1186/s40736-017-0032-5","Article"
"A matheuristic approach for the family traveling salesman problem","Journal of Heuristics","","29","4 - 6","10.1007/s10732-023-09516-9","Abtin NourmohammadzadehMalek SarhaniStefan Voß","2023","http://link.springer.com/article/10.1007/s10732-023-09516-9","Article"
"Hybrid metaheuristics for the profitable arc tour problem","Journal of the Operational Research Society","","62","11","10.1057/jors.2010.179","J EuchiH Chabchoub","2011","http://link.springer.com/article/10.1057/jors.2010.179","Article"
"Distributed permutation flowshop scheduling problem with total completion time objective","OPSEARCH","","58","2","10.1007/s12597-020-00484-3","Arshad AliYuvraj GajpalTarek Y. Elmekkawy","2021","http://link.springer.com/article/10.1007/s12597-020-00484-3","Article"
"Scheduling mobile dental clinics: A heuristic approach considering fairness among school districts","Health Care Management Science","","27","1","10.1007/s10729-022-09612-5","Ignacio A. SepúlvedaMaichel M. AguayoRodrigo De la FuenteGuillermo Latorre-NúñezCarlos ObrequeCamila Vásquez Orrego","2024","http://link.springer.com/article/10.1007/s10729-022-09612-5","Article"
"Mobile healthcare services in rural areas: an application with periodic location routing problem","OR Spectrum","","44","3","10.1007/s00291-022-00670-3","Sinem Kınay SavaşerBahar Yetis Kara","2022","http://link.springer.com/article/10.1007/s00291-022-00670-3","Article"
"The multi-vehicle cumulative covering tour problem","Annals of Operations Research","","258","2","10.1007/s10479-015-2062-7","David A. Flores-GarzaM. Angélica Salazar-AguilarSandra Ulrich NgueveuGilbert Laporte","2017","http://link.springer.com/article/10.1007/s10479-015-2062-7","Article"
"Supply planning for shelters and emergency management crews","Operational Research","","22","1","10.1007/s12351-020-00557-7","Michael E. FragkosVasileios ZeimpekisVasilis KoutrasIoannis Minis","2022","http://link.springer.com/article/10.1007/s12351-020-00557-7","Article"
"Competitive Memetic Algorithms for Arc Routing Problems","Annals of Operations Research","","131","1 - 4","10.1023/B:ANOR.0000039517.35989.6d","Philippe LacommeChristian PrinsWahiba Ramdane-Cherif","2004","http://link.springer.com/article/10.1023/B%3AANOR.0000039517.35989.6d","Article"
"Modelization of Time-Dependent Urban Freight Problems by Using a Multiple Number of Distribution Centers","Networks and Spatial Economics","","12","3","10.1007/s11067-009-9099-6","David EscuínCarlos MillánEmilio Larrodé","2012","http://link.springer.com/article/10.1007/s11067-009-9099-6","Article"
"PILOT, GRASP, and VNS approaches for the static balancing of bicycle sharing systems","Journal of Global Optimization","","63","3","10.1007/s10898-014-0147-5","Marian Rainer-HarbachPetrina PapazekGünther R. RaidlBin HuChristian Kloimüllner","2015","http://link.springer.com/article/10.1007/s10898-014-0147-5","Article"
"Discrete Salp Swarm Algorithm for Euclidean Travelling Salesman Problem","Applied Intelligence","","53","10","10.1007/s10489-022-03976-5","Karuna PanwarKusum Deep","2023","http://link.springer.com/article/10.1007/s10489-022-03976-5","Article"
"The stochastic location-routing-inventory problem of perishable products with reneging and balking","Journal of Ambient Intelligence and Humanized Computing","","14","6","10.1007/s12652-021-03524-y","Azam AghighiAlireza GoliBehnam MalmirErfan Babaee Tirkolaee","2023","http://link.springer.com/article/10.1007/s12652-021-03524-y","Article"
"Dynamic programming based metaheuristics for the dial-a-ride problem","Annals of Operations Research","","236","2","10.1007/s10479-014-1605-7","Ulrike RitzingerJakob PuchingerRichard F. Hartl","2016","http://link.springer.com/article/10.1007/s10479-014-1605-7","Article"
"A parallel greedy approach enhanced by genetic algorithm for the stochastic rig routing problem","Optimization Letters","","18","1","10.1007/s11590-023-01986-x","Pavel Borisovsky","2024","http://link.springer.com/article/10.1007/s11590-023-01986-x","Article"
"Vehicle routing in the 1-skip collection problem","Journal of the Operational Research Society","","55","7","10.1057/palgrave.jors.2601743","C ArchettiM G Speranza","2004","http://link.springer.com/article/10.1057/palgrave.jors.2601743","Article"
