"Authors","Author full names","Author(s) ID","Title","Year","Source title","Link","Abstract","Author Keywords"
"Song Q.; Liu L.","Song, Qiang (57199792028); Liu, Lingxia (55567806800)","57199792028; 55567806800","The application of Tabu search algorithm on split delivery open vehicle routing problem","2013","BioTechnology: An Indian Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897831603&partnerID=40&md5=7853018b26e098631e68bd465310e3a5","The traditional Open Vehicle Routing Problem (OVRP) assumes that the client's demand can not be split and the type of vehicles is the same, but in the practical logistics distribution, the type of vehicles is not exactly the same, sometimes the transportation cost can be reduced by splitting the demand of clients to make the best of the loading capacity of vehicles. This paper proposes the Split Delivery Open Vehicle Routing Problem with Heterogeneous Vehicles (SDOVRPHV) presents mathematic model with the integer programming, solves the problem with Tabu search algorithm and improves the generation of initial solution and neighborhood structure in the algorithm, By experiments, the effectiveness of model is validated, and the results are compared with the traditional OVRP which indicates that the algorithm can reduce effectively the transportation cost. © 2013 Trade Science Inc. - INDIA.","Open vehicle routing problem (OVRP); Split delivery; Tabu search algorithm; Vehicle routing problem (VRP)"
"Yousefikhoshbakht M.; Didehvar F.; Rahmati F.","Yousefikhoshbakht, Majid (55627676200); Didehvar, Farzad (16315793800); Rahmati, Farhad (8718398100)","55627676200; 16315793800; 8718398100","An efficient solution for the VRP by using a hybrid elite ant system","2014","International Journal of Computers, Communications and Control","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902239006&doi=10.15837%2fijccc.2014.3.161&partnerID=40&md5=061897e789745a02b8338c961f3113ad","The vehicle routing problem (VRP) is a well-known NP-Hard problem in operation research which has drawn enormous interest from many researchers during the last decades because of its vital role in planning of distribution systems and logistics. This article presents a modified version of the elite ant system (EAS) algorithm called HEAS for solving the VRP. The new version mixed with insert and swap algorithms utilizes an effective criterion for escaping from the local optimum points. In contrast to the classical EAS, the proposed algorithm uses only a global updating which will increase pheromone on the edges of the best (i.e. the shortest) route and will at the same time decrease the amount of pheromone on the edges of the worst (i.e. the longest) route. The proposed algorithm was tested using fourteen instances available from the literature and their results were compared with other well-known meta-heuristic algorithms. Results show that the suggested approach is quite effective as it provides solutions which are competitive with the best known algorithms in the literature. © 2006-2014 by CCC Publications.","Elite ant system; Global and local updating; NP-hard problems; Vehicle routing problem (VRP)"
"Stenger A.; Schneider M.; Goeke D.","Stenger, Andreas (37049314900); Schneider, Michael (57192278274); Goeke, Dominik (56451044200)","37049314900; 57192278274; 56451044200","The prize-collecting vehicle routing problem with single and multiple depots and non-linear cost","2013","EURO Journal on Transportation and Logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925464866&doi=10.1007%2fs13676-013-0022-4&partnerID=40&md5=b28296a6ee3ba2ea0968dc44dfcb7001","In this paper, we propose a new routing problem to model a highly relevant planning task in small package shipping. We consider the Prize-Collecting Vehicle Routing Problem with Non-Linear cost in its single and multi-depot version, which integrates the option of outsourcing customers to subcontractors instead of serving them with the private fleet. Thereby, a lower bound on the total customer demand to be served by the private fleet guarantees a high utilization of the fleet capacity. To represent the practical situation, where a discount is given by a subcontractor if larger amounts of packages are outsourced, subcontracting costs follow a non-linear function. The considered problem is NP-hard and we propose an Adaptive Variable Neighborhood Search algorithm to solve instances of realistic size. We propose new benchmark sets for the single and the multi-depot problem, which are adapted from test instances of the capacitated VRP and the closely related Multi-Depot VRP with Private fleet and Common carrier. In numerical studies, we investigate the performance of our algorithm on the newly generated test instances and on standard benchmark problems of related problems. Moreover, we study the effect of different cost functions and different values of the minimal demand to be served by the private fleet on the routing solutions obtained. © 2013, Springer-Verlag Berlin Heidelberg and EURO - The Association of European Operational Research Societies.","Heuristic; Non-linear cost; Prize-collecting; Vehicle routing"
"Souza M.J.F.; Mine M.T.; De Souza Alves Silva M.; Ochi L.S.; Subramanian A.","Souza, Marcone Jamilson Freitas (22936154300); Mine, Marcio Tadayuki (51665625200); De Souza Alves Silva, Matheus (51664879100); Ochi, Luiz Satoru (8935888900); Subramanian, Anand (17436208400)","22936154300; 51665625200; 51664879100; 8935888900; 17436208400","A hybrid heuristic, based on iterated local search and genius, for the vehicle routing problem with simultaneous pickup and delivery","2011","International Journal of Logistics Systems and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053289290&doi=10.1504%2fIJLSM.2011.042625&partnerID=40&md5=00c5a4e85574872d02f7ee0377b0ede5","This work deals with the Vehicle Routing Problem with Simultaneous Pickup and Delivery (VRPSPD). The VRPSPD is a common problem in the area of reverse logistics, which aims to plan the transportation of products to customers, as well as the return of leavings or products used by them for recycling or to special depots. The VRPSPD is NP-hard, since it can be reduced to the classical Vehicle Routing Problem (VRP) when no client needs the pickup service. To solve it, we propose a hybrid heuristic algorithm, called GENILS, based on Iterated Local Search (ILS), Variable Neighbourhood Descent and GENIUS. The proposed algorithm was tested on three well-known sets of instances found in literature and it was competitive with the best existing approaches. Among the 72 test-problems of these sets, the GENILS was capable to improve the result of nine instances and to equal another 49© 2011 Inderscience Enterprises Ltd. © 2011 Inderscience Enterprises Ltd.","GENIUS; ILS; Iterated local search; Metaheuristics; Reverse logistics; Variable neighbourhood descent; Vehicle routing problem with simultaneous pickup and delivery"
"Li L.; Liu S.-X.; Tang J.-F.","Li, Lin (55695192700); Liu, Shi-Xin (12754022900); Tang, Jia-Fu (55804452600)","55695192700; 12754022900; 55804452600","Vehicle routing problem with time reservation under B2C electronic commerce and ant colony algorithm for multi-objective optimization","2011","Kongzhi Lilun Yu Yingyong/Control Theory and Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953657981&partnerID=40&md5=f68e1ec45acf117d28eed512386c66ce","According to characteristics of logistics distribution in B2C(business to customer) electronic commerce, a mathematical model about vehicle routing problem(VRP) with time reservation is developed. An ant colony algorithm for solving multi-objective optimization is designed. Each objective has the same importance. The algorithm introduces factors of booking time window width and vehicle waiting time into state transfer rules, and records Pareto optimal solution generated in the optimal process. Pareto optimal set is employed to guide the pheromone-updating tactics. Improved Solomon data are adopted in emulation experiments. Solomon optimal solution is compared with the result of emulation experiments. Experiment results show the rationality of the proposed model and the effectiveness of the algorithm.","Ant colony algorithm; B2C electronic commerce; Multi-objective optimization; Pareto optimal solution; Time windows; Vehicle routing problem"
"Nagalakshmi M.R.; Tripathi M.; Shukla N.; Tiwari M.K.","Nagalakshmi, M.R. (56946973300); Tripathi, Mukul (24082053900); Shukla, Nagesh (24179276600); Tiwari, M.K. (35427952100)","56946973300; 24082053900; 24179276600; 35427952100","Vehicle routing problem with stochastic demand (VRPSD): optimisation by neighbourhood search embedded adaptive ant algorithm (ns-AAA)","2009","International Journal of Computer Aided Engineering and Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867891087&doi=10.1504%2fIJCAET.2009.026976&partnerID=40&md5=dab27d71140eb8080878f8782236945d","Taking into account the real world applications, this paper considers a vehicle routing problem with stochastic demand (VRPSD) in which the customer demand has been modelled as a stochastic variable. Considering the computational complexity of the problem and to enhance the algorithm performance, a neighbourhood search embedded adaptive ant algorithm (ns-AAA) is proposed as an improvement to the existing ant colony optimisation. The proposed metaheuristic adapts itself to maintain an adequate balance between exploitation and exploration throughout the run of the algorithm. The performance of the proposed methodology is benchmarked against a set of test instances that were generated using design of experiment (DOE) techniques. Besides, analysis of variance (ANOVA) is performed to determine the impact of various factors on the objective function value. The robustness of the proposed algorithm is authenticated against ant colony optimisation and genetic algorithm over which it always demonstrated better results thereby proving its supremacy on the concerned problem. © 2009 Inderscience Enterprises Ltd.","ant algorithms; stochastic modelling; vehicle routing problem; VRP"
"Euchi J.; Chabchoub H.","Euchi, Jalel (35145825600); Chabchoub, Habib (56007650900)","35145825600; 56007650900","A hybrid tabu search to solve the heterogeneous fixed fleet vehicle routing problem","2010","Logistics Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053486337&doi=10.1007%2fs12159-010-0028-3&partnerID=40&md5=96599af6945963f70a6e51d3df0eef11","One of the most significant problems of supply chain management is the distribution of products between locations. The delivery of goods from a warehouse to local customers is a critical aspect of material logistics. The Heterogeneous Fixed Fleet Vehicle Routing Problem (HFFVRP) is a variant of the Vehicle Routing Problem (VRP) that aims to provide service to a specific customer group with minimum cost using a limited number of vehicles. We assume that the number of vehicles is fixed. We must decide how to make the best use of the fixed fleet of vehicles. In this paper we describe a Tabu Search algorithm embedded in the Adaptive Memory (TSAM) procedure to solve the HFFVRP. Computational experiments indicating the performance of the algorithm concerning quality of solution and processing time are reported. © 2010 Springer-Verlag.","Adaptive memory; Fixed fleet; Tabu search; Vehicle routing problem"
"García I.; Pacheco J.; Alvarez A.","García, Irma (56019882100); Pacheco, Joaquín (7101665102); Alvarez, Ada (56817717600)","56019882100; 7101665102; 56817717600","Optimizing routes and stock","2013","Journal of Heuristics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891057502&doi=10.1007%2fs10732-011-9182-2&partnerID=40&md5=480513f1833badfc4d3d1fe928c8cec6","This work is motivated by a problem proposed to the authors by a bakery company in Northern Spain. The objective is to design the daily routes over the week in order to minimize the total traveled distance. For reducing this total distance, some flexibility in the dates of delivery is introduced, which will cause a stock. Therefore, we study the problem under the bi-objective perspective, ""minimizing"" simultaneously the total traveled distance and the stock. A bi-objective mixedinteger linear model for the problem is formulated and two methodologies of solution are presented. The first one is based on a series of linked variable neighborhood searches and the second one is based on NSGA-II provided of specific operators. Numerical results showing the obtained estimated Pareto front in both cases are presented. © Springer Science+Business Media, LLC 2011.","NSGA-II; VNS; VRP with flexibility in delivery"
"Zachariadis E.E.; Kiranoudis C.T.","Zachariadis, Emmanouil E. (23037595100); Kiranoudis, Chris T. (7005268516)","23037595100; 7005268516","A strategy for reducing the computational complexity of local search-based methods for the vehicle routing problem","2010","Computers and Operations Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955238232&doi=10.1016%2fj.cor.2010.02.009&partnerID=40&md5=45a695cefeb0b85608c8ada47cae9b69","This article focuses on the mechanism of evaluating solution neighborhoods, an algorithmic aspect which plays a crucial role on the efficiency of local-search based approaches. In specific, it presents a strategy for reducing the computational complexity required for applying local search to tackle various combinatorial optimization problems. The value of this contribution is two-fold. It helps practitioners design efficient local search implementations, and it facilitates the application of robust commercial local search-based algorithms to practical instances of very large size. The central rationale underlying the proposed complexity reduction strategy is straightforward: when a local search operator is applied to a given solution, only a limited part of this solution is modified. Thus, to exhaustively examine the neighborhood of the new solution, only the tentative moves that refer to the modified solution part have to be evaluated. To reduce the complexity of neighborhood evaluation, the static move descriptor (SMD) data structures are introduced, which encode local search moves in a systematic and solution independent manner. The proposed strategy is applied to the vehicle routing problem (VRP) which is of high importance both from the practical and theoretical viewpoints. The use of the SMD concept, for encoding three commonly applied quadratic local search operators, results into a VRP local search method which exhibits an almost linearithmic complexity in respect to the instance size. Furthermore, exploiting the SMD representation of tentative moves, a metaheuristic strategy is proposed, which is aimed at diversifying the conducted search via a simple penalization policy. The proposed metaheuristic was tested on various large and very large scale VRP benchmark instances. It produced fine results, and managed to improve several best known solutions. The method was also executed on real-world instances of 3000 customers, the data of which reflects the actual geographic distribution of customers within four major cities. © 2010 Elsevier Ltd. All rights reserved.","Combinatorial optimization; Computational complexity; Local search; Vehicle routing"
"Li H.; Li Y.; Zhao Q.; Lu Y.; Song Q.","Li, Hongqi (36442690100); Li, Yanran (56031086000); Zhao, Qiuhong (7402763911); Lu, Yue (57212184982); Song, Qiang (55438501000)","36442690100; 56031086000; 7402763911; 57212184982; 55438501000","The tractor and semitrailer routing considering carbon dioxide emissions","2013","Mathematical Problems in Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893843476&doi=10.1155%2f2013%2f509160&partnerID=40&md5=0a70db5be661d673e8125520727fafdb","The incorporation of the minimization of carbon dioxide (CO2) emissions in the VRP is important to logistics companies. The paper deals with the tractor and semitrailer routing problem with full truckload between any two depots of the network; an integer programming model with the objective of minimizing CO2 emissions per ton-kilometer is proposed. A two-stage approach with the same core steps of the simulated annealing (SA) in both stages is designed. The number of tractors is provided in the first stage and the CO2 emissions per ton-kilometer are then optimized in the second stage. Computational experiments on small-scale randomly generated instances supported the feasibility and validity of the heuristic algorithm. To a practical-scale problem, the SA algorithm can provide advice on the number of tractors, the routes, and the location of the central depot to realize CO 2 emissions decrease. © 2013 Hongqi Li et al.",""
"Saravanan M.; Sundararaman K.A.","Saravanan, M. (58753957600); Sundararaman, K.A. (57190228776)","58753957600; 57190228776","Ant colony optimisation based heuristic for one-sided time constraint vehicle routing problem","2010","International Journal of Services, Economics and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887444441&doi=10.1504%2fIJSEM.2010.033371&partnerID=40&md5=8497312cc7cd23093e92611d01710a77","In this paper, an approach based on Ant Colony Optimisation (ACO) is described for one-sided time constraint Vehicle Routing Problem (VRP), where the delivery of products from the depot to distribution centres has to take place within the maximum permissible time. The problem is described with the aim to achieve maximum customer satisfaction and to develop a solution strategy based on ACO. Here, ACO-based approach is compared with heuristic based on shortest path approach. With the help of computational experiments, it is found that ACO-based approach is more effective approach than the heuristic approach for VRP with one-sided time constraint. © 2010 Inderscience Enterprises Ltd.","ant colony optimisation; depot; heuristics; meta-heuristics; services; vehicle routing"
"Mendoza J.E.; Castanier B.; Guéret C.; Medaglia A.L.; Velasco N.","Mendoza, Jorge E. (55346932600); Castanier, Bruno (6506685639); Guéret, Christelle (6603621336); Medaglia, Andrés L. (6602382287); Velasco, Nubia (24802636400)","55346932600; 6506685639; 6603621336; 6602382287; 24802636400","A memetic algorithm for the multi-compartment vehicle routing problem with stochastic demands","2010","Computers and Operations Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951107511&doi=10.1016%2fj.cor.2009.06.015&partnerID=40&md5=a1e3c4967588607dedb1f1cb61057988","The multi-compartment vehicle routing problem (MC-VRP) consists of designing transportation routes to satisfy the demands of a set of customers for several products that, because of incompatibility constraints, must be loaded in independent vehicle compartments. Despite its wide practical applicability the MC-VRP has not received much attention in the literature, and the few existing methods assume perfect knowledge of the customer demands, regardless of their stochastic nature. This paper extends the MC-VRP by introducing uncertainty on what it is known as the MC-VRP with stochastic demands (MC-VRPSD). The MC-VRPSD is modeled as a stochastic program with recourse and solved by means of a memetic algorithm. The proposed memetic algorithm couples genetic operators and local search procedures proven to be effective on deterministic routing problems with a novel individual evaluation and reparation strategy that accounts for the stochastic nature of the problem. The algorithm was tested on instances of up to 484 customers, and its results were compared to those obtained by a savings-based heuristic and a memetic algorithm (MA/SCS) for the MC-VRP that uses a spare capacity strategy to handle demand fluctuations. In addition to effectively solve the MC-VRPSD, the proposed MA/SCS also improved 14 best known solutions in a 40-problem testbed for the MC-VRP. © 2009 Elsevier Ltd. All rights reserved.","Evolutionary algorithms; Memetic algorithms; Multi-compartment vehicle routing problem; Stochastic demands"
"Bräysy O.; Nakari P.; Dullaert W.; Neittaanmäki P.","Bräysy, Olli (55943795400); Nakari, Pentti (25655391600); Dullaert, Wout (57217741313); Neittaanmäki, Pekka (7004251871)","55943795400; 25655391600; 57217741313; 7004251871","An optimization approach for communal home meal delivery service: A case study","2009","Journal of Computational and Applied Mathematics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67949095576&doi=10.1016%2fj.cam.2008.10.038&partnerID=40&md5=5035af63faa5bf9cab181aab50a8f99f","This paper is the first to discuss the communal home meal delivery problem. The problem can be modelled as a multiple travelling salesman problem with time windows, that is closely related to the well-studied vehicle routing problem with time windows. Experimental results are reported for a real-life case study from Central Finland over several alternative scenarios using the SPIDER commercial solver. The comparison with current practice reveals that a significant savings potential can be obtained using off-the-shelf optimization tools. As such, the potential for supporting real-life communal routing problems can be considered to be important for VRP practitioners. © 2008 Elsevier B.V. All rights reserved.","Heuristics; Home delivery; Transportation; Vehicle routing"
"Zhang T.; Chaovalitwongse W.A.; Zhang Y.","Zhang, Tao (55547107477); Chaovalitwongse, W.A. (6603043186); Zhang, Yuejie (9734634900)","55547107477; 6603043186; 9734634900","Scatter search for the stochastic travel-time vehicle routing problem with simultaneous pick-ups and deliveries","2012","Computers and Operations Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856114807&doi=10.1016%2fj.cor.2011.11.021&partnerID=40&md5=ccdf9ba53e67a6a1cdff0943efc95d1c","In parallel with the growth of both domestic and international economies, there have been substantial efforts in making manufacturing and service industries more environmental friendly (i.e., promotion of environmental protection). Today manufacturers have become much more concerned with coordinating the operations of manufacturing (for new products) and recycling (for reuse of resources) together with scheduling the forward/reverse flows of goods over a supply chain network. The stochastic travel-time vehicle routing problem with simultaneous pick-ups and deliveries (STT-VRPSPD) is one of the major operations problems in bi-directional supply chain research. The STT-VRPSPD is a very challenging and difficult combinatorial optimization problem due to many reasons such as a non-monotonic increase or decrease of vehicle capacity and the stochasticity of travel times. In this paper, we develop a new scatter search (SS) approach for the STT-VRPSPD by incorporating a new chance-constrained programming method. A generic genetic algorithm (GA) approach for STT-VRPSPD is also developed and used as a reference for performance comparison. The Dethloff data will be used to evaluate the performance characteristics of both SS and GA approaches. The computational results suggest that the SS solutions are superior to the GA solutions. © 2011 Elsevier Ltd. All rights reserved.","Genetic algorithm (GA); Integer programming; Scatter search (SS); Stochastic travel-time vehicle routing problem (STT-VRP); VRP with simultaneous pick-ups and deliveries (VRPSPD)"
"Duhamel C.; Lacomme P.; Prodhon C.","Duhamel, Christophe (7003369382); Lacomme, Philippe (56038026100); Prodhon, Caroline (14034487200)","7003369382; 56038026100; 14034487200","A hybrid evolutionary local search with depth first search split procedure for the heterogeneous vehicle routing problems","2012","Engineering Applications of Artificial Intelligence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855803513&doi=10.1016%2fj.engappai.2011.10.002&partnerID=40&md5=b0718aeae095206f7803ea19bb269238","Routing Problems have been deeply studied over the last decades. Split procedures have proved their efficiency for those problems, especially within global optimization frameworks. The purpose is to build a feasible routing solution by splitting a giant tour into trips. This is done by computing a shortest path on an auxiliary graph built from the giant tour. One of the latest advances consists in handling extra resource constraints through the generation of labels on the nodes of the auxiliary graph. Lately, the development of a new generic split family based on a Depth First Search (DFS) approach during label generation has highlighted the efficiency of this new method for the routing problems, through extensive numerical evaluations on the location-routing problem. In this paper, we present a hybrid Evolutionary Local Search (hybrid ELS) for non-homogeneous fleet Vehicle Routing Problems (VRP) based on the application of split strategies. Experiments show our method is able to handle all known benchmarks, from Vehicle Fleet Mix Problems to Heterogeneous Fleet VRP (HVRP). We also propose a set of new realistic HVRP instances from 50 to more than 250 nodes coming from French counties. It relies on real distances in kilometers between towns. Since many classical HVRP instance sets are solved to optimality, this new set of instances could allow a fair comparative study of methods. The DFS split strategy shows its efficiency and attests the fact that it can be a promising line of research for routing problems including numerous additional constraints. © 2011 Elsevier Ltd. All rights reserved.","GRASP; Vehicle routing problem"
"MirHassani S.A.; Saadati Z.","MirHassani, S.A. (8599890500); Saadati, Z. (57190072810)","8599890500; 57190072810","A reactive adaptive memory metaheuristic for solving HFFVRP","2014","Production and Manufacturing Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977138605&doi=10.1080%2f21693277.2014.955215&partnerID=40&md5=5def46360699bf5a00e7c26877ce60e4","Product distribution is one of the most important problems in supply chain management. The heterogeneous fixed fleet vehicle routing problem (HFFVRP) is a variant of VRP that aims to determine the routes for a fleet of vehicles while satisfying demand and minimizing cost. The fleet composition is fixed and it consists of various types of vehicles. These vehicles differ according to their variable cost. In this paper, a reactive adaptive memory metaheuristic was developed which made use of the Tabu Search as an improvement procedure (ReAMTS) in order to solve the HFFVRP. The method was implemented and evaluated on two sets of test problems, which are used in the literature. In addition, its performance was compared with an exact method and a set of tractable instances. The computational results demonstrated high-quality results within a reasonable time. © 2014 The Author(s). Published by Taylor & Francis.","heterogeneous fixed fleet; metaheuristic; reactive adaptive memory; Tabu search; vehicle routing problem"
"Liu R.; Jiang Z.-B.; Geng N.; Liu T.-T.","Liu, Ran (56789277000); Jiang, Zhi-Bin (55628575343); Geng, Na (15762469600); Liu, Tian-Tang (25929366700)","56789277000; 55628575343; 15762469600; 25929366700","The half open multi-depot vehicle routing problem","2010","Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650778186&partnerID=40&md5=52f6eae318f71becff66ac023490f1b6","The half open multi-depot vehicle routing problem (HOMDVRP) was proposed to meet the requirement of modern logistic industry in China. In terms of similarity and difference among HOMDVRP, multi-depot vehicle routing problem and open vehicle routing problem, a mathematical model was built. In order to solve this new NP-hard problem, the saving algorithm, the sequence insertion algorithm and parallel regretted insertion algorithm were proposed base on the classical heuristics for the vehicle routing problem. Meanwhile, three kinds of local search methods were adopted when the heuristics were designed. The results were analyzed by studying the impact of parameters and local search methods on the performance of the heuristics. Simultaneously, the performances of different heuristics were assessed by comparing them with benchmark instances.","Half open; Heuristic; Local search; Multi-depot; Vehicle routing problem (VRP)"
"Ursani Z.; Essam D.; Cornforth D.; Stocker R.","Ursani, Ziauddin (21743983100); Essam, Daryl (8724448600); Cornforth, David (14027802500); Stocker, Robert (24482352500)","21743983100; 8724448600; 14027802500; 24482352500","Introducing the localized genetic algorithm for small scale capacitated vehicle routing problems","2009","INFOR","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649145429&doi=10.3138%2finfor.47.2.133&partnerID=40&md5=a15e988164ed0f3887a568a3eff404b7","Order based combinatorial optimization problems usually require decomposition to work effectively. Such a methodology is implemented in Dynamic Programming, Tabu Search and other meta-heuristics in the area of VRP and has proved to be successful. However, it has not been tested in Genetic Algorithms. Here, we develop a new meta-heuristic, called the Localized Genetic Algorithm (LGA). We apply this LGA to small scale capacitated vehicle routing problems, both with and without route constraint. Our results on popular datasets have demonstrated competitive performance. © 2009 INFOR Journal.","Controlled de-optimization; Localized genetic algorithm; Self imposed constraints; Vehicle routing problem"
"Saravanan M.; Sundararaman K.A.","Saravanan, M. (58753957600); Sundararaman, K.A. (57190228776)","58753957600; 57190228776","Metaheuristic approaches for vehicle routing problems","2013","International Journal of Information Systems and Supply Chain Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893320979&doi=10.4018%2fjisscm.2013040102&partnerID=40&md5=67aaf2a5fab8164b345bc3690aded584","Routing of service vehicles are the heart of many service operations. Exclusively vehicle routing problem (VRP) plays a central role in the optimization of distribution networks. The routing of service vehicles has a major impact on the quality of the service provided. In distribution of goods and services, it is time and again required to determine a combination of least cost vehicle routes through a set of geographically scattered customers, subject to side constraints. The case most commonly studied is where all vehicles are identical. Due to the complexity involved in solving the VRP, most researchers concentrate on using meta-heuristics for solving real-life problems. In this paper, heuristic methods based on Ant Colony Optimization and Simulated Annealing algorithms are developed and search strategies are investigated. Computational results are reported on randomly generated problems. These methods significantly improve in minimizing the total distances travelled by the vehicles. Copyright © 2013, IGI Global.","Ant Colony Algorithm; Ant Colony Optimization; Meta-heuristics; Simulated Annealing; Vehicle Routing Problem"
"Baldacci R.; Bartolini E.; Mingozzi A.; Roberti R.","Baldacci, Roberto (6602371948); Bartolini, Enrico (24474182700); Mingozzi, Aristide (6701782254); Roberti, Roberto (57201544749)","6602371948; 24474182700; 6701782254; 57201544749","An exact solution framework for a broad class of vehicle routing problems","2010","Computational Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954084040&doi=10.1007%2fs10287-009-0118-3&partnerID=40&md5=debc92f27be96d7e337666342a21003a","This paper presents an exact solution framework for solving some variants of the vehicle routing problem (VRP) that can be modeled as set partitioning (SP) problems with additional constraints. The method consists in combining different dual ascent procedures to find a near optimal dual solution of the SP model. Then, a column-and-cut generation algorithm attempts to close the integrality gap left by the dual ascent procedures by adding valid inequalities to the SP formulation. The final dual solution is used to generate a reduced problem containing all optimal integer solutions that is solved by an integer programming solver. In this paper, we describe how this solution framework can be extended to solve different variants of the VRP by tailoring the different bounding procedures to deal with the constraints of the specific variant. We describe how this solution framework has been recently used to derive exact algorithms for a broad class of VRPs such as the capacitated VRP, the VRP with time windows, the pickup and delivery problem with time windows, all types of heterogeneous VRP including the multi depot VRP, and the period VRP. The computational results show that the exact algorithm derived for each of these VRP variants outperforms all other exact methods published so far and can solve several test instances that were previously unsolved. © 2009 Springer-Verlag.","Dual ascent; Set partitioning; Valid inequalities; Vehicle routing"
"Li H.; Li Y.; Lu Y.; Song Q.; Zhang J.","Li, Hongqi (36442690100); Li, Yanran (56031086000); Lu, Yue (57212184982); Song, Qiang (55438501000); Zhang, Jun (56030506500)","36442690100; 56031086000; 57212184982; 55438501000; 56030506500","The effects of the tractor and semitrailer routing problem on mitigation of carbon dioxide emissions","2013","Discrete Dynamics in Nature and Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893712380&doi=10.1155%2f2013%2f809135&partnerID=40&md5=6d4d69003eb1c9a28a12fb901b2369f0","The incorporation of CO 2 emissions minimization in the vehicle routing problem (VRP) is of critical importance to enterprise practice. Focusing on the tractor and semitrailer routing problem with full truckloads between any two terminals of the network, this paper proposes a mathematical programming model with the objective of minimizing CO 2 emissions per ton-kilometer. A simulated annealing (SA) algorithm is given to solve practical-scale problems. To evaluate the performance of the proposed algorithm, a lower bound is developed. Computational experiments on various problems generated randomly and a realistic instance are conducted. The results show that the proposed methods are effective and the algorithm can provide reasonable solutions within an acceptable computational time. © 2013 Hongqi Li et al.",""
"Sadjadi S.J.; Jafari M.; Amini T.","Sadjadi, S.J. (6701386322); Jafari, M. (12765310100); Amini, T. (24471178100)","6701386322; 12765310100; 24471178100","A new mathematical modeling and a genetic algorithm search for milk run problem (an auto industry supply chain case study)","2009","International Journal of Advanced Manufacturing Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68849104895&doi=10.1007%2fs00170-008-1648-5&partnerID=40&md5=6fa142553c650f703a770d4a1be8f5aa","The idea of Milk Run has been used in the context of logistic and supply chain problems in order to manage the transportation of materials. In this paper, we propose a new Milk Run method, as a mixed integer approach, to manage supply chain problems. Since the resulted problem formulation is NP-Hard, we use some meta-heuristic and compare the results with the optimal solutions of the proposed Milk Run method. The mathematical modeling of this paper is purposely customized for a special case of an auto industry. We implement the mathematical formulation and the meta-heuristic using some actual data and compare the results with the current strategy. The preliminary results indicate that the proposed method could provide a practical tool to significantly reduce the cost of logistic. © 2008 Springer-Verlag London Limited.","Logistic; Milk run system; Vehicle routing problem (VRP)"
"Melián-Batista B.; De Santiago A.; Angelbello F.; Alvarez A.","Melián-Batista, Belén (6508026706); De Santiago, Alondra (55791492200); Angelbello, Francisco (56013683700); Alvarez, Ada (56817717600)","6508026706; 55791492200; 56013683700; 56817717600","A bi-objective vehicle routing problem with time windows: A real case in Tenerife","2014","Applied Soft Computing Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893219020&doi=10.1016%2fj.asoc.2013.12.012&partnerID=40&md5=ffbbcefcb0bc42d700adba9da25beb00","This work is motivated by a real problem posed to the authors by a company in Tenerife, Spain. Given a fleet of vehicles, daily routes have to be designed in order to minimize the total traveled distance while balancing the workload of drivers. This balance has been defined in relation to the length of the routes, regarding to the required time. A bi-objective mixed-integer linear model for the problem is proposed and a solution approach, based on the scatter search metaheuristic, is developed. An extensive computational experience is carried out, using benchmark instances with 25, 50 and 100 customers, to test several components of the proposed method. Comparisons with the exact Pareto fronts for instances up to 25 customers show that the proposed methods obtain good approximations. For comparison purposes, an NSGA-II algorithm has also been implemented. Results obtained on a real case instance are also discussed. In this case, the solution provided by the method proposed in this paper improves the solution implemented by the company. © 2013 Elsevier B.V.","Bi-objective problem; Metaheuristics; VRP with time windows"
